n 400 e 7940
p 28 237 66.59516952402798
p 106 165 82.01422233359632
p 160 386 1.5963591421464827
p 56 158 14.887365881972993
p 31 89 33.77082312287959
p 95 382 12.970497795928702
p 7 378 80.10295181908896
p 129 169 5.8150518502011295
p 217 384 68.4380549968544
p 207 274 24.398094574034236
p 282 397 99.78405122174186
p 106 173 85.97241208694538
p 127 235 34.2468036018668
p 43 118 71.03953171782977
p 289 332 42.18769665453716
p 118 354 91.97522427811278
p 212 219 67.79766843048318
p 92 318 44.80433450308154
p 254 399 64.03313563350463
p 274 282 46.45022944644957
p 243 289 84.72193430762182
p 246 256 35.30020500088788
p 125 359 99.734342010728
p 42 65 72.60698038968182
p 203 336 97.39063390563099
p 203 329 43.32466302128488
p 57 264 29.10233178936
p 186 365 16.500818933873678
p 127 187 35.98416300608574
p 26 204 34.83985930523951
p 221 330 80.5805829149368
p 20 288 30.917613831239375
p 63 218 91.1597163164582
p 99 207 35.02568609631662
p 92 370 95.8227432698612
p 95 322 97.35782412624232
p 10 52 78.32285921356551
p 37 139 13.17999644977623
p 200 347 83.60720251988734
p 284 303 62.843373186122975
p 45 133 51.319912746033474
p 290 315 36.95211650125829
p 101 206 78.18678002105194
p 246 277 23.362145313513462
p 192 333 41.38495796616169
p 30 344 47.6037458606987
p 29 144 26.52116623982805
p 85 194 72.62647558542069
p 16 132 39.278035702097505
p 297 362 75.86476421941677
p 80 125 85.24730505297407
p 16 66 11.225856002683905
p 56 270 25.331337476974113
p 161 286 69.00254860884371
p 357 387 70.55247837526151
p 221 311 41.816610599849184
p 63 110 13.422209106044313
p 324 387 30.582807478834642
p 83 130 6.737365083864846
p 297 338 4.771617967868782
p 129 254 49.91928783197873
p 70 101 7.944941444294146
p 52 274 51.10578438487273
p 130 312 87.84005182321485
p 46 379 93.69202462362901
p 25 175 93.14932400579804
p 369 373 8.9023850052535
p 47 324 52.64239257647234
p 57 168 83.0615479371545
p 38 98 31.392758317500427
p 239 294 81.42269599859357
p 42 90 13.844780842169694
p 27 34 36.6769768120212
p 97 258 36.13210952557061
p 315 384 56.359517086871335
p 189 236 42.37226230731155
p 173 262 17.628813796361975
p 115 194 17.718001134123863
p 10 321 54.16910140163837
p 151 308 57.99068560582717
p 245 353 23.40108639833496
p 72 204 81.42272816757426
p 4 206 90.99553980921341
p 52 361 34.047692437028424
p 15 316 17.708266571092274
p 29 251 55.270772680348486
p 138 344 41.203934437263754
p 43 113 44.38243718005137
p 235 359 83.48831078142165
p 7 93 15.91262943719052
p 97 149 6.537132036389348
p 364 365 49.151319549607464
p 225 302 30.21506805502018
p 27 206 99.07039053009171
p 72 232 67.70981055618455
p 104 345 6.28786633552688
p 132 150 85.3059878155015
p 71 348 71.93272805738742
p 144 224 80.21933369278851
p 70 381 5.0506374704339585
p 17 29 48.29443285518638
p 23 166 67.98811358167033
p 146 240 1.6836394962688515
p 188 225 1.054603068212628
p 24 149 96.99714171919705
p 101 339 34.370528386838366
p 306 382 40.164971966151704
p 100 317 29.710646868218518
p 316 329 44.835972593310764
p 204 382 44.22887524992345
p 121 129 79.77245316933708
p 187 370 49.04650226575316
p 258 269 89.86259963493288
p 121 371 33.38767086468803
p 119 278 24.116968838758954
p 95 144 85.46684918445149
p 111 344 80.53572317823232
p 61 192 47.021337839550675
p 342 365 67.23957582758719
p 6 55 63.75299062940557
p 67 321 6.483160688387077
p 39 198 61.992796572777486
p 275 284 22.42562878246661
p 120 199 21.180668380359982
p 149 394 95.70776792320338
p 175 348 38.54260827758586
p 72 322 42.20751341278268
p 198 381 83.72864089942671
p 171 392 42.51362603102841
p 363 395 5.871049067977339
p 117 387 87.1278494244343
p 151 396 26.45956409123816
p 9 292 84.13920654497186
p 160 270 14.726104720134561
p 0 43 51.300188488851056
p 107 213 15.324786568564994
p 32 104 30.941546444566836
p 115 212 85.5541925663148
p 44 314 73.26310501395577
p 218 299 95.5521087432138
p 140 269 17.440121407956518
p 38 367 7.951121695496628
p 197 380 25.371738738370567
p 30 315 90.61471687452297
p 42 121 51.792439974654876
p 103 245 39.80485518460501
p 8 333 80.46827013061312
p 179 225 74.87852276455352
p 6 261 18.213385533874956
p 212 337 35.7938022895294
p 211 383 86.5907519561798
p 82 261 55.563162955241324
p 65 368 66.36992913482422
p 136 195 33.44823223923193
p 179 284 69.90348021271666
p 212 361 76.3228661214039
p 81 265 53.061093718866886
p 148 310 58.80636039463026
p 72 222 91.94324148024161
p 14 234 16.022910616818024
p 19 343 97.79511891293828
p 25 285 30.363024363641472
p 173 398 13.655066528064618
p 151 352 12.396668067747834
p 195 366 52.96196900743112
p 296 365 77.16256803977151
p 9 356 41.883386844759066
p 70 367 79.13946319296382
p 131 324 12.26751763262012
p 31 372 89.66748872045639
p 59 199 72.55825455079432
p 110 235 90.43663344812636
p 161 386 16.638761718143144
p 56 154 14.418632106216785
p 318 362 93.06827494813267
p 76 333 38.708863794288206
p 258 275 51.94215263894636
p 316 352 4.982506742636238
p 75 189 33.43999065934314
p 158 339 94.44081476948689
p 14 31 27.21056094703627
p 58 173 18.651850717772568
p 157 270 75.19425800547735
p 247 310 9.87123695513338
p 6 362 86.17068507439167
p 16 196 68.75938172925473
p 19 280 39.36130316213604
p 106 249 76.93478265300436
p 121 122 23.317450961378324
p 339 375 65.58320606432598
p 302 308 21.25202927389985
p 152 158 97.95356303021906
p 160 215 9.890548531792817
p 142 234 84.26154252876958
p 211 221 12.72212684270469
p 32 105 8.929707724014484
p 230 245 56.580241180184544
p 131 134 67.32337461578368
p 123 180 40.87478533820258
p 28 67 75.80200110882038
p 68 107 54.93969781269797
p 55 144 29.387985495556656
p 211 287 34.44305057091881
p 304 344 24.442386936213765
p 270 316 18.788653436957173
p 84 217 3.1551982056526726
p 288 362 53.822374374474514
p 22 138 70.84152517670174
p 116 384 19.56240018977732
p 175 304 82.40699201062014
p 90 387 89.29911392030445
p 89 367 47.52681849054728
p 253 329 91.86867239768416
p 99 261 2.249956706339295
p 110 135 14.329369134380595
p 200 329 25.391802109092644
p 116 330 15.083455948898349
p 123 184 70.12846570236937
p 94 363 31.13942812215427
p 125 183 32.377613148119565
p 56 314 84.21385026654528
p 178 238 85.67871883447587
p 4 364 62.93115734067316
p 28 90 26.5842917746859
p 94 318 91.97983546241122
p 133 177 3.820768196809025
p 10 383 87.84411319181812
p 93 365 15.949393788656465
p 43 347 78.80463998054782
p 20 250 39.81032411994853
p 7 27 20.162460452139634
p 40 147 23.953303355369943
p 322 329 17.729033246210715
p 115 347 70.16490753223329
p 251 354 98.57002369084509
p 38 57 89.48790062852608
p 42 326 16.298961192710767
p 101 337 1.0028140442280797
p 92 159 38.37027618544385
p 131 337 97.19009714913808
p 204 228 67.67336337593431
p 27 385 20.352465951103262
p 186 258 27.131112919220744
p 8 104 30.99454328093074
p 29 49 49.20903151764239
p 18 228 53.695790016265505
p 135 222 99.67069879217856
p 97 254 98.35174735268953
p 288 340 82.72421777244034
p 5 55 26.57047194255491
p 42 312 91.14824054849645
p 92 366 1.211267189983173
p 6 359 16.301356761727206
p 58 171 98.8766397371256
p 98 387 49.783061259455685
p 10 125 34.58312195921184
p 64 333 49.57230507310382
p 331 366 61.76601956091941
p 275 292 6.59852579013269
p 58 319 29.70764212636567
p 11 102 32.04165258613513
p 143 292 59.039114523026946
p 269 319 37.151344935959685
p 142 375 91.25821823466498
p 4 92 40.65309541945511
p 353 387 46.00283741091751
p 343 394 56.191876932270766
p 119 264 37.528102346120434
p 154 375 29.878982183222323
p 67 279 60.31382101284775
p 234 241 62.73258368001299
p 60 85 57.383783111524764
p 205 352 8.342058321368505
p 49 297 71.20498092046822
p 324 390 3.466737836383385
p 38 42 34.141383966124955
p 204 213 93.21378396927804
p 110 391 95.32280926406794
p 71 339 89.5920650353112
p 203 357 47.16838841101168
p 152 334 51.814421176137046
p 178 248 44.471907748105124
p 246 247 2.4908582555955316
p 131 398 87.06063568144882
p 38 126 67.2013322045869
p 253 289 41.02437301825755
p 6 91 40.894265964713796
p 0 115 7.991505974343495
p 4 297 81.64466150323105
p 268 373 20.65527579268467
p 35 184 31.939189310939188
p 51 239 42.8934981221911
p 187 290 8.873306713816604
p 30 325 74.05143847998119
p 195 321 59.49431900637723
p 49 186 23.815375760889538
p 340 345 94.38374022780991
p 165 337 45.36136388172898
p 61 125 92.98194599211006
p 45 321 84.37326302111349
p 94 325 45.106212228209905
p 217 382 69.64957027257577
p 69 172 84.4701683472122
p 164 204 35.91649872912582
p 22 350 42.04221892601892
p 172 190 45.89339151028594
p 150 336 8.552228280282726
p 72 215 47.82320205835748
p 337 363 72.09382777938472
p 3 213 90.92274639873797
p 356 380 32.73696321499371
p 13 314 82.33619346122916
p 216 277 32.46565283482457
p 83 396 21.2262461516038
p 303 348 17.663371425662625
p 13 62 13.889402619294447
p 71 352 24.588857432541708
p 129 236 48.72015017535359
p 137 371 28.991301028019997
p 94 343 41.46713169565979
p 57 91 99.50059490541247
p 295 321 38.81110849798571
p 3 339 64.31682757093841
p 168 317 11.190023354586682
p 160 342 96.39434059105713
p 247 296 93.92598925153423
p 174 336 98.47050546097125
p 274 391 65.21903662731599
p 61 132 8.90088449756987
p 69 274 12.741914123069833
p 120 179 46.75171308397783
p 28 247 68.62514069396958
p 320 387 21.838723215390374
p 148 162 94.70246395017796
p 58 136 46.830821427474966
p 35 193 21.730478952370593
p 99 150 72.6488052286715
p 43 97 1.3249821210044528
p 113 147 17.07486893591009
p 249 385 96.69195247289952
p 40 188 97.54735532156543
p 11 224 31.71560897732588
p 174 375 78.91892698538723
p 23 221 97.71387157864275
p 118 364 59.153833385685644
p 373 382 66.61958729156245
p 63 366 85.71326584525194
p 6 101 29.736488880730665
p 152 258 29.65220139277909
p 325 355 33.13855466040491
p 274 317 27.70061861005355
p 248 252 96.84581222519306
p 303 398 30.388210022921836
p 112 166 13.18430409590856
p 75 151 8.96404881518343
p 85 245 61.98495733742487
p 70 360 25.939519271866793
p 198 292 90.7190646590657
p 66 139 27.601440908127277
p 123 189 71.4216757323333
p 40 90 19.02087288505104
p 251 268 95.62332253217018
p 24 219 54.52090545308115
p 111 319 12.856019120419337
p 142 157 21.407956501491405
p 246 319 2.2630028160855673
p 303 389 65.04794988768731
p 166 174 38.53511017915398
p 189 343 88.68677413017717
p 68 173 28.589581200781723
p 244 388 19.27161871050414
p 85 216 70.11892800055021
p 32 232 37.200911521799306
p 50 100 11.233777574840873
p 208 265 24.002573002540288
p 129 182 96.12530883122332
p 15 341 63.36750748086603
p 318 357 82.95410184802924
p 55 122 75.44148749557533
p 125 354 54.65511072491186
p 85 266 86.69643908239169
p 103 154 58.47856038323622
p 334 348 64.42204177372176
p 256 314 31.974314559840643
p 28 64 97.03480968320741
p 144 166 86.03133202775426
p 140 292 89.76287424823506
p 188 221 15.295893016967547
p 90 125 63.64331492547993
p 151 268 10.132776929662159
p 54 60 77.52292998398637
p 300 379 96.42558016469128
p 91 265 92.1056681474089
p 321 332 53.05906947214057
p 123 390 56.187387290250385
p 35 176 35.814419015771975
p 128 141 1.0883289804362688
p 113 284 70.82462925660614
p 94 380 29.8930057650135
p 23 339 51.30429802794094
p 133 139 94.88085347936239
p 262 379 97.7702571830166
p 43 128 53.24247326126449
p 134 206 73.86998191716269
p 124 328 10.201481630060893
p 129 382 52.10741124762789
p 154 219 98.0606834438297
p 77 225 47.21465604754306
p 255 288 62.78215717386131
p 266 368 5.161040765940244
p 18 124 48.60651212825176
p 34 361 79.06571079646551
p 54 184 16.14140155081669
p 103 211 84.96203613542984
p 271 332 29.050422922294658
p 37 70 85.57879996109693
p 50 88 51.749820837000456
p 1 333 94.25991339198684
p 1 35 29.223996357733224
p 149 370 75.45165890983438
p 1 148 2.354556936256591
p 361 387 68.51350573778454
p 30 50 83.23743770683173
p 3 232 99.06561657986842
p 69 119 71.01215264564546
p 78 247 48.43893211417414
p 53 149 25.46911919176754
p 191 321 41.25194641464852
p 13 70 33.75189404112095
p 215 278 15.481519733274284
p 36 152 64.26673513175523
p 147 322 92.09133039684014
p 108 382 22.245542506423327
p 245 304 93.69228740848236
p 86 308 9.017299542706116
p 115 274 80.5307254296437
p 252 384 67.24445147834956
p 88 95 40.52690315193307
p 147 376 83.43387842558118
p 57 232 72.09879066455284
p 212 312 63.62537529932467
p 110 203 85.9429147331708
p 150 359 52.65045269361564
p 146 230 96.38165776033325
p 2 91 11.017982091438007
p 48 179 69.5577170809397
p 141 205 21.059686572106365
p 230 265 20.1370208159464
p 186 245 84.63395618791726
p 166 220 4.865127729692265
p 166 270 41.93044898291091
p 109 258 65.00235397614668
p 314 364 36.99196973358829
p 377 390 47.441669748847886
p 74 261 79.73749133146917
p 148 303 77.53813287270835
p 245 384 55.403862056035926
p 7 209 95.75526021145652
p 52 219 72.80115914609836
p 26 364 26.247388349847956
p 43 292 56.783897818098275
p 24 263 13.421004392971621
p 119 145 57.61298887340465
p 275 380 99.24711432958686
p 150 222 5.500431181245247
p 118 218 50.47192768287717
p 106 272 5.319550808415268
p 84 86 27.598560091558085
p 342 389 89.90782973851132
p 4 329 33.79156100786851
p 164 339 1.1427799340151306
p 119 188 1.0854227545830408
p 271 341 33.901561587463526
p 62 380 12.139270521966363
p 94 204 69.16132922682344
p 43 315 5.594245724151506
p 379 397 35.95315808351343
p 132 304 38.95946933458142
p 29 81 73.2670335511587
p 137 378 33.549016991394744
p 184 262 9.636014948874188
p 105 233 61.269025885050446
p 169 395 21.898375537080582
p 143 327 83.73847601756543
p 218 331 48.4105351126582
p 107 274 68.06010966641514
p 240 246 36.77043895964052
p 253 294 33.12863632788189
p 119 128 59.5967878261443
p 66 345 7.144438848311084
p 133 270 32.71427912643646
p 268 332 30.97418021348438
p 279 350 14.444625127628724
p 34 390 54.84621919671414
p 36 97 74.11964170433214
p 216 235 42.29784756810548
p 306 331 34.72601605870045
p 60 200 7.352084177559539
p 215 263 77.67143224327188
p 150 373 28.776539089586112
p 299 313 92.58970177840042
p 167 243 11.884172973631053
p 189 374 61.534772797394325
p 2 235 66.01086155303254
p 25 371 9.687338764970667
p 126 215 49.136304328363515
p 155 166 22.203475439165572
p 217 300 49.00627946007671
p 119 361 87.97188020230026
p 70 202 83.68688465088698
p 166 187 99.20705814143903
p 43 245 55.9715535204898
p 85 311 66.21382269104261
p 68 285 50.89104430294294
p 333 371 18.786125628765515
p 19 225 65.85082531370622
p 144 373 42.360795812836216
p 29 84 40.330616947135184
p 57 85 73.84557258572815
p 117 180 35.33951389775117
p 20 160 18.536308556573037
p 372 399 92.2173420671229
p 131 392 75.22245534988629
p 19 320 52.282989477650766
p 66 248 29.046311354535
p 89 317 84.30793580310048
p 109 163 98.76416606397972
p 9 103 92.27094625122142
p 165 220 21.999966819576343
p 167 224 36.78999213976047
p 176 220 64.35403116516319
p 104 394 92.0848327215843
p 39 97 83.82164744728317
p 272 304 75.15846169598707
p 298 397 32.3960163415729
p 43 303 30.153743671564264
p 175 214 15.45199888649498
p 30 283 48.46679263438745
p 8 78 26.604137927199403
p 17 223 76.97276733144979
p 153 175 76.25572159002584
p 171 368 27.732597693883772
p 287 334 33.273932470355405
p 103 235 91.10851242657158
p 6 25 80.6941697359376
p 214 342 29.718719179175018
p 131 248 57.10952612822859
p 22 230 89.82995199278139
p 23 128 52.625414322285934
p 125 288 24.84317183678036
p 111 329 99.30837298518756
p 152 352 77.1176091400373
p 294 307 37.393708103741744
p 190 232 74.67471553267629
p 122 137 68.12388732270634
p 79 341 19.955177794602882
p 8 243 48.103103536357025
p 254 318 37.85743453945311
p 62 67 34.732446159509685
p 93 288 16.933286716638058
p 58 124 95.43690515167229
p 178 311 45.341794095289
p 164 329 40.41146946988821
p 146 276 8.600700819016682
p 1 368 44.342802211070556
p 45 85 90.54999940239836
p 3 262 25.94299592810457
p 90 105 60.540478004493245
p 58 246 19.539298865492118
p 103 208 17.573644767230128
p 59 219 85.92182466160875
p 107 362 49.31194747824379
p 117 386 72.91811402757027
p 268 344 84.76965984310992
p 162 282 3.0708819234359703
p 239 331 65.89794364056978
p 93 184 71.57785012942449
p 101 136 86.92018473820927
p 121 262 93.99798286778709
p 102 361 37.34591369966644
p 87 340 3.885020720997784
p 54 352 37.89300512094066
p 97 388 3.5558770710238967
p 250 316 17.962048459456437
p 114 225 93.28901226078054
p 131 305 94.9746200941502
p 1 299 59.392030590559756
p 117 133 88.40672778666358
p 13 253 91.46116849256056
p 167 235 25.863299465610332
p 315 390 28.03328131476844
p 30 244 2.7920845386090734
p 148 190 27.812223433925784
p 86 217 90.63599647886471
p 119 383 85.91719245137644
p 100 280 28.53369992062308
p 6 192 50.156158186021315
p 32 308 5.2214844046729425
p 194 296 80.09877341008547
p 103 172 26.581839583199127
p 137 367 6.308174092033613
p 39 128 30.794270601004566
p 22 23 63.43701651546327
p 140 282 24.027937138999047
p 49 386 22.913669940235156
p 183 284 83.12532370059292
p 3 119 2.9510691950885066
p 4 300 91.95351870399783
p 2 238 59.592266589849494
p 214 398 36.76898033833967
p 37 267 51.79947109526074
p 303 384 1.7664719738925299
p 159 382 83.12765128369865
p 64 393 81.3700772343519
p 160 313 21.81342194905707
p 0 125 44.75023184276267
p 57 392 96.05895779449551
p 14 55 61.27175640976664
p 171 382 82.56846333616406
p 27 221 61.23563501430789
p 143 304 75.0326427958003
p 145 282 29.673003799394913
p 176 340 71.4919771419425
p 24 318 60.86025973366952
p 242 375 2.7970917751501854
p 182 317 63.74462984014882
p 225 288 19.264859480640105
p 71 376 33.57113188848275
p 161 240 68.73498644130656
p 244 271 53.376299936562994
p 344 391 20.05578555467759
p 1 207 46.559287441657354
p 58 81 82.45543521698427
p 125 193 96.02658132513636
